region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-13,SYN004174,2012-02-12,5520,645.19,528.74,3561448.8000000003,2684400.63,929612.79
Europe,Monaco,Baby Food,Offline,H,2012-06-01,SYN004175,2012-06-04,8926,234.78,164.24,2095646.28,1391733.2,829190.6
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-01,SYN004176,2017-02-13,8868,656.61,540.0,5822817.48,4757859.08,1496122.56
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-11,SYN004177,2012-10-01,7616,111.92,37.05,852382.72,275467.03,592551.49
Australia and Oceania,East Timor,Meat,Online,L,2012-08-04,SYN004178,2012-09-14,6263,447.24,368.62,2801064.12,2100379.33,323447.69
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-19,SYN004179,2011-09-08,830,103.32,32.06,85755.59999999999,31610.18,65843.6
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-06,SYN004180,2016-12-09,936,652.68,546.72,610908.48,514471.16,123419.0
Europe,Moldova,Personal Care,Online,L,2016-05-06,SYN004181,2016-05-05,5004,90.01,58.56,450410.04000000004,278790.47,135253.15
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-11,SYN004182,2012-10-04,8602,110.17,34.46,947682.34,279902.28,565564.12
Europe,Portugal,Baby Food,Online,H,2015-08-01,SYN004183,2015-09-07,1274,270.37,154.93,344451.38,208522.02,126136.41
Europe,Russia,Office Supplies,Offline,L,2014-04-28,SYN004184,2014-05-02,1776,668.3,550.06,1186900.7999999998,894286.42,226675.75
Australia and Oceania,East Timor,Meat,Online,L,2012-08-01,SYN004185,2012-09-16,6027,445.64,388.77,2685872.28,2176374.04,355843.82
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-24,SYN004186,2010-06-26,10111,274.0,167.6,2770414.0,1525201.81,967255.15
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-13,SYN004187,2012-02-19,5376,664.58,472.45,3572782.08,2807986.43,924041.19
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-07,SYN004188,2016-12-19,1024,598.0,549.63,612352.0,500989.14,119572.0
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-23,SYN004189,2012-04-11,6216,146.25,98.86,909090.0,578814.77,390907.98
Europe,Romania,Cosmetics,Online,H,2010-11-26,SYN004190,2010-12-29,7828,455.74,274.99,3567532.72,2115049.76,1247380.62
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-13,SYN004191,2013-08-11,9583,455.04,281.48,4360648.32,2455148.03,1605321.08
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,2014-04-08,SYN004192,2014-04-18,7250,436.78,271.11,3166655.0,2032638.75,1240824.15
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-03-02,SYN004193,2017-02-18,7639,159.52,102.91,1218573.28,744818.46,421835.47
North America,Mexico,Personal Care,Offline,M,2015-08-05,SYN004194,2015-08-08,5491,78.3,52.53,429945.3,323349.4,153356.72
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-10,SYN004195,2016-12-21,950,499.48,522.39,474506.0,520688.69,110166.0
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-30,SYN004196,2016-08-01,2314,144.24,96.78,333771.36000000004,224635.0,114288.57
Europe,France,Cosmetics,Online,H,2017-05-16,SYN004197,2017-06-01,1886,411.03,285.95,775202.58,537860.11,290859.0
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,2014-03-31,SYN004198,2014-04-17,7274,448.96,270.23,3265735.04,1792920.93,1263535.83
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-17,SYN004199,2012-01-07,1245,606.76,507.32,755416.2,636919.82,170812.99
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-02-02,SYN004200,2014-03-15,5730,260.13,143.62,1490544.9,844577.75,521487.09
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-18,SYN004201,2012-01-15,1215,632.67,548.72,768694.0499999999,688204.59,149795.18
Europe,Romania,Cosmetics,Online,H,2010-11-27,SYN004202,2010-12-29,8880,417.09,266.49,3703759.1999999997,2213103.63,1462681.67
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-14,SYN004203,2013-10-19,7973,8.53,6.83,68009.68999999999,49144.26,19058.36
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-26,SYN004204,2013-03-25,4266,201.25,113.26,858532.5,499690.48,352776.32
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-05,SYN004205,2011-01-11,4465,162.96,95.25,727616.4,416376.37,222350.55
Europe,Bulgaria,Clothes,Online,M,2012-04-30,SYN004206,2012-06-08,1741,116.48,36.05,202791.68,59537.0,122232.43
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-12-02,SYN004207,2012-01-11,3539,605.57,552.7,2143112.23,1743468.85,438241.23
Europe,Romania,Cosmetics,Online,H,2010-11-20,SYN004208,2010-12-23,8601,413.94,246.66,3560297.94,2127179.5,1408358.28
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-11,SYN004209,2012-10-13,7751,113.66,34.84,880978.6599999999,275307.46,540892.79
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-25,SYN004210,2015-05-25,7897,109.22,35.45,862510.34,248176.55,525475.13
Europe,Romania,Cosmetics,Online,H,2010-11-25,SYN004211,2010-12-27,8250,438.6,216.97,3618450.0,2140923.92,1327964.43
Australia and Oceania,Fiji,Clothes,Offline,C,2010-07-03,SYN004212,2010-08-01,9723,93.32,33.83,907350.36,342268.18,705112.44
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-04-03,SYN004213,2016-05-06,961,217.84,119.01,209344.24,101241.97,78858.91
Europe,San Marino,Baby Food,Online,L,2013-06-27,SYN004214,2013-07-02,4874,265.1,160.8,1292097.4000000001,792596.0,450527.0
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-22,SYN004215,2014-02-04,1904,87.7,56.43,166980.80000000002,113278.38,58944.16
Europe,Iceland,Cosmetics,Online,C,2016-12-27,SYN004216,2017-01-06,8959,475.54,267.99,4260362.86,2328479.74,1607086.38
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-26,SYN004217,2014-02-04,2166,82.28,61.39,178218.48,122361.13,57215.59
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-26,SYN004218,2015-11-24,3079,650.27,479.91,2002181.3299999998,1585613.3,375917.0
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-05,SYN004219,2017-05-16,6633,76.77,55.15,509215.41,344035.87,156234.28
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-16,SYN004220,2014-06-30,8205,9.2,6.33,75486.0,57217.62,20398.7
Europe,Monaco,Baby Food,Offline,H,2012-05-29,SYN004221,2012-05-29,7721,234.99,164.26,1814357.79,1434769.35,799008.76
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-15,SYN004222,2015-10-06,630,9.33,6.48,5877.9,4650.99,1597.03
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-18,SYN004223,2012-04-14,6432,160.25,92.09,1030728.0,558486.83,431262.49
Middle East and North Africa,Libya,Clothes,Offline,H,2010-10-23,SYN004224,2010-11-19,6394,103.24,37.38,660116.5599999999,225843.21,443175.31
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-19,SYN004225,2012-04-07,6449,158.88,87.34,1024617.12,553177.18,410136.45
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-28,SYN004226,2015-02-25,3031,263.07,170.81,797365.1699999999,474626.95,275987.31
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-15,SYN004227,2012-07-18,1973,649.28,531.02,1281029.44,1073324.16,269408.23
Sub-Saharan Africa,The Gambia,Baby Food,Offline,M,2014-02-09,SYN004228,2014-03-16,5495,245.09,163.46,1346769.55,889352.14,541575.31
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-14,SYN004229,2017-06-18,8992,220.31,119.73,1981027.52,987898.72,761223.2
Europe,Switzerland,Cosmetics,Offline,M,2012-09-12,SYN004230,2012-10-19,9015,419.19,284.75,3778997.85,2286260.21,1445617.65
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,C,2011-05-29,SYN004231,2011-07-18,6271,48.62,29.69,304896.01999999996,184413.28,87754.24
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-18,SYN004232,2012-07-21,1853,695.92,519.16,1289539.76,1076071.23,266628.85
Asia,Turkmenistan,Household,Offline,L,2011-01-02,SYN004233,2011-01-23,3817,669.05,528.03,2553763.8499999996,2006159.73,632685.98
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-04,SYN004234,2010-05-12,6229,9.5,7.19,59175.5,43724.27,14144.21
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-20,SYN004235,2017-06-14,8304,215.41,111.59,1788764.64,1020388.4,755915.01
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-03,SYN004236,2017-05-24,6597,80.43,56.63,530596.7100000001,369225.47,158804.2
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-23,SYN004237,2015-11-26,3014,662.85,548.81,1997829.9000000001,1568803.73,365524.0
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-06,SYN004238,2014-07-07,8368,46.62,32.03,390116.16,302733.71,151619.19
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2014-01-04,SYN004239,2014-01-31,2161,75.78,57.73,163760.58000000002,114844.42,54299.49
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-05,SYN004240,2015-02-26,2969,262.48,156.57,779303.1200000001,467028.02,274954.19
Sub-Saharan Africa,Cameroon,Beverages,Offline,C,2015-04-07,SYN004241,2015-04-15,5539,46.23,31.64,256067.96999999997,175622.39,80484.07
North America,Mexico,Household,Offline,C,2014-11-04,SYN004242,2014-12-08,7171,685.77,461.7,4917656.67,3303587.59,1213918.79
Asia,Myanmar,Household,Offline,H,2015-01-23,SYN004243,2015-03-06,8321,652.58,511.75,5430118.180000001,3948185.0,1438147.06
Europe,Norway,Beverages,Offline,C,2014-07-24,SYN004244,2014-08-04,5024,46.06,31.45,231405.44,167822.19,77720.13
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-19,SYN004245,2011-09-04,950,107.18,34.91,101821.0,34814.64,66842.94
Asia,Laos,Vegetables,Offline,C,2011-09-19,SYN004246,2011-10-17,4006,143.82,82.41,576142.9199999999,331822.97,239308.46
Middle East and North Africa,Libya,Clothes,Offline,H,2010-10-27,SYN004247,2010-11-18,5762,105.28,34.39,606623.36,239935.37,451429.91
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-04-30,SYN004248,2010-05-08,5498,8.93,7.27,49097.14,41277.41,13118.48
Europe,Macedonia,Clothes,Offline,C,2014-10-13,SYN004249,2014-11-14,7369,102.17,39.96,752890.73,275314.85,561284.06
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-12,SYN004250,2015-09-29,672,9.0,6.69,6048.0,4759.97,1603.84
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-13,SYN004251,2016-12-19,966,624.05,516.03,602832.2999999999,507918.95,122702.0
Middle East and North Africa,Azerbaijan,Office Supplies,Online,M,2012-06-18,SYN004252,2012-07-21,1990,658.03,499.01,1309479.7,1037510.34,233010.08
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-09,SYN004253,2017-05-18,6778,81.89,58.98,555050.42,344251.38,157246.71
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-14,SYN004254,2011-01-23,8140,46.56,32.11,378998.4,293020.23,141957.1
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-07,SYN004255,2017-01-27,4581,428.17,378.06,1961446.77,1741677.23,277822.11
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-26,SYN004256,2010-07-01,9942,265.02,150.13,2634828.84,1549158.24,868653.29
Europe,Bulgaria,Clothes,Online,M,2012-04-22,SYN004257,2012-06-09,1549,110.42,34.62,171040.58000000002,60707.36,113465.84
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-04-05,SYN004258,2016-05-01,899,225.82,121.13,203012.18,113359.06,85198.19
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-04,SYN004259,2010-11-17,5445,111.76,33.37,608533.2000000001,225592.07,439578.62
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-04,SYN004260,2016-12-15,945,583.69,537.76,551587.05,442569.32,118945.0
Australia and Oceania,East Timor,Meat,Online,L,2012-07-26,SYN004261,2012-09-04,6252,437.73,361.2,2736687.96,2108364.92,325723.95
Europe,Albania,Clothes,Online,C,2010-02-04,SYN004262,2010-03-14,2210,106.72,36.93,235851.2,84497.07,176794.99
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-13,SYN004263,2017-02-08,8715,668.34,490.6,5824583.100000001,4985195.38,1513462.31
Europe,France,Cosmetics,Online,H,2017-05-19,SYN004264,2017-06-02,1853,428.74,253.59,794455.22,506417.82,324899.73
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,2014-04-09,SYN004265,2014-04-23,6620,457.66,262.29,3029709.2,1939170.78,1215751.59
Asia,Myanmar,Household,Offline,H,2015-01-12,SYN004266,2015-02-26,8135,663.35,470.47,5396352.25,4411116.0,1322026.73
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-18,SYN004267,2012-07-22,8297,150.55,88.65,1249113.35,760302.05,517936.97
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-05-28,SYN004268,2012-06-07,2400,626.48,501.43,1503552.0,1222575.43,362449.99
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-13,SYN004269,2012-06-13,2110,204.86,108.8,432254.60000000003,246820.37,203685.12
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-20,SYN004270,2012-04-03,6471,159.41,90.86,1031542.11,596078.03,402527.51
Europe,San Marino,Baby Food,Online,L,2013-06-20,SYN004271,2013-07-04,4815,239.17,157.57,1151603.55,725886.0,480297.0
Middle East and North Africa,Libya,Clothes,Offline,H,2010-10-27,SYN004272,2010-11-13,6576,101.47,36.89,667266.72,238753.66,457181.76
Europe,Albania,Clothes,Online,C,2010-02-01,SYN004273,2010-03-11,2201,119.0,34.2,261919.0,88438.25,181492.1
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-01,SYN004274,2012-06-26,3558,102.5,35.86,364695.0,114922.15,261531.26
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-18,SYN004275,2014-06-05,6667,200.52,114.38,1336866.84,866807.25,602450.26
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-16,SYN004276,2014-11-13,5479,9.47,6.69,51886.130000000005,36601.19,11964.41
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-01-30,SYN004277,2010-03-03,6851,434.15,261.75,2974361.65,1987992.32,1351043.41
Asia,Turkmenistan,Household,Offline,L,2010-12-30,SYN004278,2011-01-21,4028,679.54,562.81,2737187.1199999996,1982514.24,611275.93
Europe,Romania,Cosmetics,Online,H,2010-11-26,SYN004279,2010-12-28,7883,430.89,264.1,3396705.87,2005852.06,1330314.03
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-11-27,SYN004280,2011-12-31,3696,659.36,524.32,2436994.56,1930763.14,469800.42
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-14,SYN004281,2016-12-23,7127,431.07,264.93,3072235.89,1903363.7,1206531.68
Europe,Norway,Beverages,Offline,C,2014-07-18,SYN004282,2014-08-04,4649,48.05,26.57,223384.44999999998,158806.97,82849.17
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-24,SYN004283,2014-06-06,6972,207.66,109.95,1447805.52,753446.8,570527.54
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-29,SYN004284,2015-02-22,2877,257.05,162.45,739532.85,416966.0,297738.31
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-27,SYN004285,2014-06-28,7972,8.68,7.08,69196.95999999999,57213.75,18613.7
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-23,SYN004286,2015-05-31,7334,113.71,35.6,833949.1399999999,264317.14,499316.81
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-12,SYN004287,2015-08-18,6012,71.62,55.16,430579.44,331955.99,158601.21
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-07,SYN004288,2010-05-11,5565,8.7,6.91,48415.49999999999,39590.06,13623.53
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-20,SYN004289,2014-05-26,6353,214.07,119.76,1359986.71,842667.56,568915.63
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-07-31,SYN004290,2011-08-31,900,104.0,34.68,93600.0,30528.17,60734.76
Europe,Bulgaria,Office Supplies,Online,M,2012-02-09,SYN004291,2012-02-24,3764,624.57,521.86,2350881.48,2139762.99,509561.64
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-10,SYN004292,2011-11-10,5456,607.69,467.79,3315556.64,3039625.29,726349.75
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-28,SYN004293,2016-07-06,1425,151.52,85.67,215916.00000000003,141407.15,88436.05
Asia,Myanmar,Clothes,Online,H,2015-11-17,SYN004294,2015-11-11,5996,98.49,34.15,590546.0399999999,216368.75,454955.04
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-23,SYN004295,2012-08-02,7850,154.61,89.93,1213688.5,730628.43,509389.09
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-15,SYN004296,2016-12-06,5925,435.7,252.1,2581522.5,1807073.42,1118533.86
Europe,Lithuania,Office Supplies,Offline,H,2010-10-23,SYN004297,2010-11-10,8053,638.2,507.9,5139424.600000001,4772147.55,1016496.27
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-11,SYN004298,2015-02-22,2881,243.26,159.53,700832.0599999999,468590.38,289327.53
Europe,Russia,Office Supplies,Offline,L,2014-05-09,SYN004299,2014-05-03,1792,627.47,505.11,1124426.24,945178.99,227949.76
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-17,SYN004300,2013-05-16,5558,678.56,544.77,3771436.4799999995,2625858.05,611713.29
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2011-11-10,SYN004301,2011-11-20,5338,635.56,543.31,3392619.28,2637988.06,673552.38
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-24,SYN004302,2013-05-21,4846,664.41,507.63,3219730.86,2666141.9,683614.74
Europe,Switzerland,Cosmetics,Offline,M,2012-09-10,SYN004303,2012-10-16,8787,439.95,254.09,3865840.65,2315015.77,1573136.73
Australia and Oceania,Fiji,Clothes,Offline,C,2010-06-23,SYN004304,2010-07-27,9435,113.5,34.26,1070872.5,356628.23,698841.98
Asia,Malaysia,Fruits,Offline,L,2011-11-04,SYN004305,2012-01-04,6030,9.3,7.3,56079.00000000001,42574.84,15580.92
Europe,Portugal,Baby Food,Online,H,2015-07-31,SYN004306,2015-09-10,1216,254.0,159.77,308864.0,195319.95,108932.4
Europe,Switzerland,Cosmetics,Offline,M,2012-09-24,SYN004307,2012-10-20,8209,474.02,251.03,3891230.1799999997,2081643.97,1462702.46
Asia,Bangladesh,Clothes,Online,L,2017-01-16,SYN004308,2017-03-07,8612,109.2,37.77,940430.4,287289.16,630028.04
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-11,SYN004309,2014-07-09,9166,48.27,31.72,442442.82,293638.32,126405.17
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-17,SYN004310,2011-01-20,8589,49.75,32.51,427302.75,282591.75,141904.37
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-17,SYN004311,2016-12-08,6591,443.92,255.89,2925876.72,1627012.11,1076069.34
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-06-03,SYN004312,2016-06-25,1570,161.12,90.61,252958.4,137896.73,88687.49
Sub-Saharan Africa,South Sudan,Personal Care,Offline,C,2013-12-23,SYN004313,2014-01-25,2275,79.87,60.74,181704.25,116107.51,49390.51
Europe,Romania,Cosmetics,Online,H,2010-11-25,SYN004314,2010-12-25,8209,439.44,271.26,3607362.96,1906903.07,1309711.31
Europe,Albania,Clothes,Online,C,2010-02-05,SYN004315,2010-03-13,2323,107.08,35.84,248746.84,81001.64,160116.17
Middle East and North Africa,Syria,Fruits,Online,L,2011-11-26,SYN004316,2011-11-30,3970,8.72,6.98,34618.4,24578.08,8615.34
Asia,Laos,Vegetables,Offline,C,2011-09-12,SYN004317,2011-10-16,3494,156.91,90.52,548243.54,336125.96,225849.61
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-13,SYN004318,2010-05-16,5481,10.18,6.97,55796.58,38724.23,13381.71
Europe,Norway,Beverages,Offline,C,2014-07-14,SYN004319,2014-07-30,5090,50.04,30.91,254703.6,180732.98,80513.6
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-22,SYN004320,2010-07-03,9648,223.58,149.35,2157099.8400000003,1552831.07,937487.88
Europe,Albania,Clothes,Online,C,2010-01-31,SYN004321,2010-03-25,2184,106.04,38.41,231591.36000000002,79387.16,169159.36
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-14,SYN004322,2015-08-18,6331,85.48,53.92,541173.88,331159.5,149155.01
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-05,SYN004323,2014-07-11,9517,48.76,33.69,464048.92,297538.13,139436.9
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-18,SYN004324,2012-03-31,6586,142.03,89.78,935409.58,564821.52,356541.05
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-10,SYN004325,2017-05-24,6632,85.02,54.62,563852.64,353878.73,175902.9
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-02-21,SYN004326,2017-02-20,7446,150.38,101.18,1119729.48,752523.38,391498.17
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-11-03,SYN004327,2014-11-16,10043,46.5,30.36,466999.5,305077.14,161298.18
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-24,SYN004328,2015-11-26,2988,659.2,501.54,1969689.6,1609389.65,340468.0
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-08-07,SYN004329,2014-08-25,4398,109.53,35.27,481712.94,145207.7,310294.04
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-07,SYN004330,2017-02-12,7611,650.15,502.16,4948291.649999999,4272774.25,1451662.79
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-08-01,SYN004331,2016-09-14,5655,123.53,38.68,698562.15,206685.88,385200.22
Sub-Saharan Africa,Republic of the Congo,Personal Care,Offline,M,2015-07-19,SYN004332,2015-08-23,6201,84.65,57.97,524914.65,368706.07,158864.12
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-17,SYN004333,2016-12-05,6484,464.84,224.94,3014022.56,1591798.69,1175254.53
Asia,Myanmar,Household,Offline,H,2015-01-15,SYN004334,2015-03-01,8373,699.36,519.4,5855741.28,4417476.0,1287997.1
Europe,Austria,Cosmetics,Offline,H,2015-02-22,SYN004335,2015-03-01,2766,458.88,269.63,1269262.08,707550.26,503428.96
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-05,SYN004336,2016-12-11,1016,677.48,582.74,688319.68,486808.47,121796.0
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-15,SYN004337,2017-02-08,9074,667.58,506.2,6057620.92,4530756.8,1405147.88
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-06-08,SYN004338,2016-07-06,1439,168.98,96.64,243162.21999999997,140117.19,100132.24
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-26,SYN004339,2015-06-04,7034,119.7,36.57,841969.8,255448.44,541369.12
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-16,SYN004340,2015-10-02,718,9.05,6.56,6497.900000000001,4594.6,1615.93
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,M,2011-12-01,SYN004341,2012-01-11,3231,681.77,514.48,2202798.87,1881227.53,452387.82
Europe,Russia,Office Supplies,Offline,L,2014-04-30,SYN004342,2014-05-03,1878,672.46,523.07,1262879.8800000001,1016274.19,229356.9
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-24,SYN004343,2013-09-22,9889,8.44,6.57,83463.15999999999,69228.25,23976.63
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-05-01,SYN004344,2012-05-22,514,9.27,7.03,4764.78,3308.8,1346.07
Asia,Brunei,Office Supplies,Online,L,2012-03-25,SYN004345,2012-05-12,6205,644.52,510.16,3999246.6,3256150.74,840675.0
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-08,SYN004346,2012-02-18,4944,680.98,511.58,3366765.12,2420790.2,915115.18
Sub-Saharan Africa,Mali,Clothes,Online,M,2011-08-02,SYN004347,2011-08-27,860,110.16,35.45,94737.59999999999,35034.62,64869.73
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-13,SYN004348,2014-07-01,8010,8.77,6.99,70247.7,58318.65,19950.0
Europe,Iceland,Cosmetics,Online,C,2016-12-27,SYN004349,2016-12-25,8316,477.62,240.17,3971887.92,2288024.57,1503111.7
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-19,SYN004350,2014-11-03,5010,8.85,6.98,44338.5,34550.77,11880.82
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-10,SYN004351,2010-05-12,5703,9.09,6.32,51840.27,43110.2,13506.9
North America,Mexico,Household,Offline,C,2014-11-13,SYN004352,2014-12-07,7206,619.23,516.49,4462171.38,3574242.44,1098462.8
Asia,Myanmar,Clothes,Online,H,2015-11-15,SYN004353,2015-11-19,6371,102.25,37.01,651434.75,208233.25,460451.65
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-07,SYN004354,2017-05-26,6978,84.32,62.71,588384.96,372604.74,159812.18
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-12,SYN004355,2017-02-20,8135,641.79,506.97,5220961.649999999,4631839.32,1419753.85
Middle East and North Africa,Libya,Clothes,Offline,H,2010-11-06,SYN004356,2010-11-21,6469,115.83,32.81,749304.27,221694.34,460238.7
Australia and Oceania,East Timor,Meat,Online,L,2012-08-07,SYN004357,2012-09-10,5908,403.04,368.28,2381160.3200000003,2097322.71,344543.0
Asia,Laos,Vegetables,Offline,C,2011-09-08,SYN004358,2011-10-21,3900,165.57,95.04,645723.0,355595.33,221201.49
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-07-02,SYN004359,2016-07-26,2179,160.9,105.45,350601.10000000003,218356.0,130820.61
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-05-31,SYN004360,2012-06-01,2207,213.01,116.42,470113.07,256782.45,197856.78
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-02-21,SYN004361,2017-02-26,7892,137.85,94.95,1087912.2,700480.92,392037.24
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-21,SYN004362,2017-06-22,9068,214.79,127.26,1947715.72,949347.61,760732.03
